 4, 102, 6
 4, 103, 6
 4, 24, 6
 4, 100, 6
 4, 106, 7
 4, 101, 7
 4, 27, 7
 4, 25, 7
 4, 107, 8
 7, 1, 1
 7, 2, 1
 7, 22, 1
 7, 19, 1
 7, 167, 1
 7, 168, 1
 7, 108, 1
 7, 169, 1
 7, 172, 1
 7, 3, 2
 7, 4, 2
 7, 5, 2
 7, 6, 2
 7, 20, 2
 7, 21, 2
 7, 170, 2
 7, 175, 2
 7, 7, 3
 7, 8, 3
 7, 9, 3
 7, 10, 3
 7, 11, 3
 7, 24, 3
 7, 171, 3
 7, 123, 4
 7, 124, 4
 7, 114, 4
 7, 115, 4
 7, 12, 4
 7, 13, 4
 7, 28, 4
 7, 112, 4
 7, 113, 4
 7, 110, 5
 7, 111, 5
 7, 121, 5
 7, 122, 5
 7, 119, 5
 7, 120, 5
 7, 23, 5
 7, 118, 6
 7, 26, 6
 7, 116, 6
 7, 117, 6
 7, 129, 7
 7, 25, 7
 7, 27, 7
 7, 29, 7
 7, 134, 8
 8, 1, 1
 8, 2, 1
 8, 22, 1
 8, 19, 1
 8, 167, 1
 8, 168, 1
 8, 109, 1
 8, 169, 1
 8, 172, 1
 8, 3, 2
 8, 4, 2
 8, 5, 2
 8, 6, 2
 8, 20, 2
 8, 21, 2
 8, 170, 2
 8, 175, 2
 8, 7, 3
 8, 8, 3
 8, 9, 3
 8, 10, 3
 8, 11, 3
 8, 24, 3
 8, 26, 3
 8, 171, 3
 8, 29, 4
 8, 25, 4
 8, 12, 4
 8, 13, 4
 8, 114, 4
 8, 115, 4
 8, 127, 4
 8, 128, 4
 8, 130, 4
 8, 131, 4
 8, 125, 4
 8, 126, 4
 8, 27, 5
 8, 28, 5
 8, 123, 5
 8, 124, 5
 8, 110, 5
 8, 111, 5
 8, 135, 5
 8, 136, 5
 8, 132, 6
 8, 133, 6
 8, 23, 6
 8, 118, 6
 8, 129, 7
 8, 134, 7
 6, 1, 1
 6, 2, 1
 6, 22, 1
 6, 19, 1
 6, 138, 1
 6, 169, 1
 6, 175, 1
 6, 172, 1
 6, 3, 2
 6, 4, 2
 6, 5, 2
 6, 6, 2
 6, 137, 2
 6, 20, 2
 6, 21, 2
 6, 170, 2
 6, 7, 3
 6, 8, 3
 6, 9, 3
 6, 10, 3
 6, 61, 3
 6, 24, 3
 6, 171, 3
 6, 139, 4
 6, 48, 4
 6, 49, 4
 6, 144, 4
 6, 140, 4
 6, 141, 4
 6, 28, 4
 6, 149, 5
 6, 150, 5
 6, 142, 5
 6, 143, 5
 6, 145, 5
 6, 146, 5
 6, 23, 5
 6, 25, 5
 6, 62, 6
 6, 63, 6
 6, 151, 6
 6, 148, 6
 6, 26, 6
 6, 147, 7
 6, 152, 7
 6, 27, 7
 6, 29, 7
 6, 153, 8
 10, 1, 1
 10, 2, 1
 10, 22, 1
 10, 19, 1
 10, 16, 1
 10, 154, 1
 10, 169, 1
 10, 172, 1
 10, 25, 2
 10, 24, 2
 10, 5, 2
 10, 6, 2
 10, 20, 2
 10, 21, 2
 10, 170, 2
 10, 175, 2
 10, 7, 3
 10, 8, 3
 10, 9, 3
 10, 10, 3
 10, 3, 3
 10, 4, 3
 10, 155, 3
 10, 156, 3
 10, 171, 3
 10, 26, 4
 10, 12, 4
 10, 13, 4
 10, 159, 4
 10, 160, 4
 10, 163, 4
 10, 164, 4
 10, 27, 5
 10, 161, 5
 10, 162, 5
 10, 157, 5
 10, 158, 5
 10, 28, 6
 10, 29, 7
 10, 23, 7
 10, 165, 7
 10, 166, 8
